route_id_idx,target_stop_idx,distance_to_target_stop_m,current_speed_mps,time_of_day_min,day_of_week,current_delay_sec,is_raining,headway_to_prev_bus_sec,tta_sec
2,23,1760.17,11.72,748,6,-431.62,0,1304.97,91.5
17,4,3002.23,9.38,159,5,-731.01,1,633.3,153.31
12,9,2367.93,9.16,842,6,80.91,1,965.16,547.48
4,5,3613.43,4.42,1341,0,50.14,1,1475.58,1236.88
20,1,1367.93,9.2,297,0,106.45,0,1652.05,256.19
7,62,1176.79,7.23,495,0,-269.39,0,859.94,144.69
10,20,3730.48,12.7,1177,1,-101.31,1,1363.47,595.66
7,98,1262.77,5.04,120,1,256.69,1,931.66,586.02
9,51,3764.5,8.59,832,3,387.05,0,688.26,975.5
4,0,2148.14,5.43,1047,4,351.82,0,616.25,728.45
18,75,1927.46,7.58,240,3,-152.81,0,1064.81,296.15
14,48,4315.17,7.64,1337,6,512.61,0,1721.74,1114.1
18,82,1262.44,6.34,377,4,829.78,0,719.53,669.55
17,73,3211.34,6.11,1002,1,-182.29,0,389.7,771.43
3,3,1526.41,8.57,1014,1,333.66,0,493.49,470.14
0,31,1456.71,11.63,303,0,135.54,0,900.05,295.99
14,66,2782.2,12.48,1289,5,-118.84,0,1303.08,389.87
11,41,603.9,9.2,1050,1,632.71,0,532.43,431.91
2,69,1480.15,12.1,130,0,-51.56,1,1509.73,271.88
14,54,4382.81,12.24,902,1,-427.95,0,1103.86,337.41
5,22,1126.65,8.43,340,3,60.69,1,1014.61,293.06
6,89,2570.89,6.85,173,6,-248.68,1,1712.49,632.87
16,5,3441.84,10.28,770,6,-131.93,0,1788.91,539.68
17,76,2431.42,10.87,1432,3,111.99,0,1711.2,479.79
4,79,228.53,8.69,1426,3,69.27,1,783.79,154.61
1,36,3094.98,7.23,68,5,-77.98,0,924.43,724.97
12,0,3872.93,15.47,895,5,100.27,0,1646.42,583.61
13,94,4025.33,6.47,42,5,-335.75,0,1760.41,866.55
12,88,3891.62,10.85,1308,6,302.67,0,1085.19,790.99
15,80,862.41,9.55,193,6,51.29,0,1788.12,175.01
10,100,2823.79,6.36,1111,3,399.26,0,408.08,833.59
12,42,3780.79,12.8,954,2,349.09,0,1792.06,882.13
17,21,815.45,4.84,1069,1,72.26,0,631.45,315.72
15,84,4131.36,11.69,702,3,-569.1,0,1495.1,322.05
6,26,3879.24,8.77,72,4,381.14,1,1269.46,972.76
11,65,392.52,14.96,885,5,558.07,0,625.29,333.46
12,64,4619.15,8.39,39,0,617.19,0,849.82,1335.88
17,23,2185.36,10.68,864,6,101.01,0,1089.83,472.79
3,29,3789.9,13.27,101,3,-64.29,0,976.58,691.57
13,5,3979.96,11.48,118,6,375.68,0,1148.43,867.45
10,36,1121.52,9.33,1301,3,115.36,1,1577.68,329.55
14,96,2078.46,8.66,818,2,-80.29,0,1403.42,437.53
12,59,4014.31,8.71,51,3,478.88,1,626.41,1182.98
6,15,3121.93,13.17,43,5,475.19,0,1328.03,787.88
17,74,3597.57,5.5,478,0,82.99,0,737.09,974.67
6,48,1722.27,5.05,774,3,-394.42,1,747.18,368.08
18,26,583.4,12.3,157,0,207.55,0,1743.77,192.81
7,59,440.39,14.89,862,1,190.28,0,941.21,92.14
11,48,2886.98,9.13,123,3,-35.79,0,1426.49,439.5
6,58,4962.46,8.63,486,5,275.46,0,677.69,1199.52
20,25,4743.18,5.38,1096,0,92.95,0,699.17,1423.15
17,36,3037.94,6.11,229,5,-329.53,0,1475.92,550.37
8,4,4489.04,8.27,1203,0,-309.67,0,1335.2,750.18
1,11,618.82,5.28,569,2,-527.46,0,1474.11,10.0
14,39,3654.34,9.12,538,0,-181.95,0,800.33,596.03
19,67,4751.28,11.7,670,0,-128.88,0,1609.96,613.01
14,66,4524.6,8.96,421,2,311.61,0,655.16,1054.64
6,3,4473.34,3.65,361,1,-188.37,0,867.64,1455.6
5,10,858.67,8.1,541,1,21.86,0,645.17,122.47
3,75,3029.79,8.03,592,1,18.48,0,888.43,650.27
13,49,1127.43,5.81,435,0,393.46,0,884.94,487.22
18,66,2639.6,15.32,1203,5,-147.52,0,1749.41,282.14
10,93,4983.41,11.85,156,5,-30.05,0,1227.68,753.34
20,27,2550.67,11.96,596,0,-144.8,0,890.66,360.37
1,4,562.7,6.69,1326,6,849.47,0,1046.67,531.41
20,11,4204.65,6.12,1120,0,920.04,1,677.54,1659.27
7,32,4064.59,3.57,1101,1,655.5,1,682.19,1774.51
14,22,2198.08,11.52,71,6,53.22,1,1156.2,485.97
0,79,3118.08,10.88,1233,0,64.95,0,1207.65,567.92
13,24,2173.4,7.79,499,0,440.42,1,786.81,680.5
2,18,2601.27,5.7,57,6,231.99,0,1430.92,788.8
5,17,403.21,4.66,1091,2,561.69,0,316.44,381.62
10,16,1429.28,10.4,705,5,33.33,0,855.51,252.13
19,52,1215.04,7.44,943,5,235.2,1,774.03,387.28
7,87,3660.72,14.14,313,0,-324.36,0,933.23,403.02
15,75,577.1,7.94,124,0,262.59,0,1657.17,289.66
7,54,1701.32,8.51,524,3,24.39,0,555.64,360.49
7,10,1430.48,8.29,771,1,-310.17,0,1725.76,121.13
8,5,2981.75,5.69,440,3,617.51,0,702.76,1077.88
3,44,2398.72,13.98,877,1,47.78,0,861.36,500.97
16,37,3828.13,12.63,236,5,19.55,0,1330.31,505.2
19,7,989.18,9.53,648,2,-229.15,0,1702.74,45.63
4,95,4910.96,10.23,93,4,-269.41,0,1410.01,799.05
12,57,544.31,9.77,301,6,-89.36,0,1740.75,15.71
6,59,1528.38,12.71,126,2,-166.96,1,787.62,230.29
11,99,382.7,9.2,1003,6,-893.8,0,520.76,10.0
15,87,1849.03,9.11,179,3,263.05,1,1724.09,573.23
3,52,3050.77,12.22,639,4,163.95,0,1255.89,687.36
0,22,1192.59,4.69,471,5,-99.83,1,305.76,310.16
13,44,4108.07,6.12,1346,3,313.1,0,1601.13,1275.41
19,87,2487.98,8.4,499,2,449.19,0,693.39,650.54
8,55,2871.99,11.47,886,6,-121.36,0,1778.46,468.01
13,74,3681.25,9.21,267,6,347.22,1,1447.37,997.09
4,0,3306.2,13.29,84,0,329.08,0,1389.42,618.4
15,13,2194.59,9.63,865,6,-222.73,0,665.14,226.3
13,53,1176.23,11.22,19,2,112.73,0,1204.53,254.43
1,48,1088.32,7.9,577,5,-232.76,0,1782.92,144.52
11,13,2927.93,12.78,589,6,-0.44,0,1548.57,364.06
3,30,1140.66,10.41,731,3,50.8,0,1791.63,248.35
1,26,3478.07,11.97,92,0,-113.57,1,1151.78,709.17
3,97,999.19,6.53,1362,6,314.93,0,748.36,350.62
16,14,3613.49,10.88,577,2,523.19,1,949.74,1010.12
20,60,1380.62,6.46,1319,6,-403.57,0,795.48,148.24
2,76,2624.95,7.44,606,2,-900.0,0,1144.27,76.7
9,10,2136.92,10.67,503,6,124.79,0,461.81,492.19
14,7,3719.92,6.24,99,2,-263.47,1,1747.01,724.21
17,74,1325.39,7.28,221,3,647.92,1,1404.52,551.3
12,5,882.78,7.89,346,5,-319.55,0,1107.37,31.43
3,37,4138.78,5.1,506,6,81.89,1,570.39,1272.24
6,1,4627.49,12.66,276,4,312.87,0,1042.54,857.06
13,45,4066.17,11.39,1192,1,38.5,0,839.23,856.11
14,76,1251.86,9.19,1225,5,-17.61,0,1012.4,232.21
9,38,2049.49,10.19,872,5,394.86,0,1235.74,647.87
5,65,4925.53,6.51,104,1,417.07,1,1507.33,1487.83
12,60,1541.86,7.06,875,1,-70.51,1,683.06,347.18
12,40,2783.57,11.04,890,1,307.71,0,1456.95,738.22
16,48,4830.03,8.92,618,0,116.76,0,639.04,1061.88
9,15,385.68,7.63,353,0,-676.13,0,1606.15,10.0
2,75,4805.44,5.81,118,2,637.56,1,1410.37,1493.69
15,99,892.75,6.85,88,3,98.15,0,1256.31,212.26
8,7,258.82,8.28,1266,5,266.6,0,1046.08,191.11
15,0,222.03,10.59,1352,4,197.93,0,1386.64,135.09
4,7,1383.37,4.49,221,2,866.4,1,1687.33,832.32
18,41,2980.07,6.22,1251,2,-16.33,0,1442.11,667.37
2,6,4728.89,14.72,907,2,66.0,0,616.65,901.11
13,48,3431.07,7.95,473,2,55.95,0,620.19,589.52
12,3,1680.67,9.95,183,2,-301.91,0,1141.96,131.65
18,11,2396.93,8.53,377,6,-75.1,0,546.12,448.01
15,81,141.29,13.58,1,3,561.7,0,1568.5,271.03
11,85,992.2,12.47,108,0,399.78,0,1264.96,313.19
16,89,4691.15,8.25,1110,6,600.11,1,301.3,1339.21
0,74,1933.11,4.96,517,2,189.33,1,839.47,663.62
16,8,868.58,5.28,517,5,564.2,0,796.15,508.55
11,62,3074.59,5.95,979,1,39.22,0,389.03,662.85
1,78,3584.47,4.44,1044,5,453.57,0,833.54,1385.35
12,33,440.72,12.59,98,6,543.27,1,850.01,434.87
7,34,3614.79,8.69,871,0,421.19,1,1091.59,975.74
19,16,1526.33,9.35,1048,1,145.89,0,583.11,344.82
3,86,2747.29,8.04,1369,0,601.65,1,640.79,895.97
20,90,688.12,6.8,977,3,927.27,0,386.65,654.87
18,60,4379.92,11.07,124,6,66.41,1,1022.74,810.62
18,1,101.69,14.58,641,4,-168.19,0,967.15,10.0
5,64,4978.86,13.55,905,1,329.34,0,1095.03,832.4
15,48,1903.26,11.08,262,3,-217.62,0,824.95,220.16
11,14,4473.04,8.71,449,3,271.14,0,553.14,1075.98
8,2,3608.56,11.63,752,4,1.1,1,628.89,527.78
0,72,4230.51,8.34,243,6,-765.48,1,1237.54,582.67
2,83,4328.94,8.33,157,5,380.76,0,1724.28,948.85
14,83,4312.65,5.61,640,5,167.86,0,1337.23,1093.81
17,90,2808.39,9.89,1403,2,-219.5,1,1694.85,459.76
6,38,2587.48,5.21,124,1,-299.92,1,1287.48,638.29
17,53,3557.62,8.84,357,3,-475.52,0,1727.88,607.57
4,95,1086.82,8.48,686,5,338.23,0,1586.34,368.12
4,9,139.08,15.88,650,5,166.48,0,1173.8,64.22
15,62,2006.52,7.11,1144,6,-4.32,1,1063.88,479.5
8,77,4522.8,3.01,1020,4,783.1,1,745.61,2544.65
10,61,1776.35,8.81,962,0,599.68,0,846.09,628.71
13,0,4985.87,3.87,536,5,107.24,0,746.29,1754.67
10,43,4092.99,11.59,1302,3,-53.82,0,1249.32,792.1
11,17,205.51,4.25,467,0,675.23,1,491.11,417.17
7,15,2226.6,3.22,394,3,223.38,1,455.65,1057.05
10,50,3431.88,4.72,1054,6,-105.82,0,324.86,894.33
5,57,3487.58,10.7,842,4,331.45,0,1308.69,843.08
19,86,4716.34,7.17,204,6,-8.96,0,1738.5,996.39
4,3,2429.59,6.66,1215,6,-289.33,0,1181.38,443.64
0,50,2381.1,10.72,306,5,417.14,0,1618.4,723.84
4,64,2511.62,10.4,452,6,389.97,0,704.08,702.33
5,52,4085.51,8.04,820,2,-273.67,0,1558.5,781.26
1,93,4494.38,13.12,46,0,347.09,0,1673.81,905.29
6,6,1408.23,7.05,1057,2,-263.0,0,379.83,104.53
15,96,4788.66,8.7,1158,1,-318.71,0,1037.19,674.22
4,51,3345.42,10.92,179,6,333.56,0,1791.3,744.59
19,69,4835.75,7.15,1422,1,289.4,1,773.25,1204.95
2,29,3836.45,9.37,1112,5,615.54,0,499.68,1167.59
3,91,3649.21,11.75,311,3,125.9,0,1054.14,736.01
19,47,1980.21,12.0,630,2,204.06,0,666.97,522.26
12,4,1485.01,12.27,1190,1,-360.68,0,990.2,46.28
15,47,4083.38,8.31,1232,5,-111.41,1,656.15,826.8
5,28,959.21,4.97,1116,5,448.03,0,643.47,454.03
8,50,1378.54,5.9,369,4,673.35,0,805.99,594.95
10,58,2858.02,14.43,334,5,318.83,0,918.31,604.2
7,62,1734.48,7.44,138,5,354.26,1,1107.81,654.59
18,14,4510.73,7.66,456,5,337.74,0,706.49,1254.51
4,27,3045.74,6.29,1190,0,-181.17,0,1648.48,748.73
19,97,333.44,5.51,446,6,277.45,1,360.79,311.79
0,5,4099.72,10.42,445,5,396.71,0,403.95,936.2
8,24,2052.61,3.86,364,4,513.03,0,704.91,1038.38
5,79,966.03,7.12,1117,3,682.27,0,411.17,597.27
13,78,1178.44,5.31,16,0,335.21,1,985.46,584.0
8,72,4555.19,14.5,1356,2,140.59,0,1561.88,864.07
19,74,155.13,13.52,179,0,-414.1,0,1632.4,10.0
11,39,1003.4,7.38,241,1,109.98,0,935.93,263.05
14,14,2681.18,8.98,105,5,-12.54,0,1077.91,468.38
12,20,1581.66,11.04,1256,5,-22.19,1,920.57,263.54
7,96,4902.16,5.46,977,2,130.89,1,567.58,1297.46
15,99,174.79,6.04,165,0,-98.4,0,1446.72,10.0
18,96,3893.55,7.64,1209,3,806.14,1,1598.39,1240.44
12,95,1348.82,9.55,1213,5,495.74,0,1464.34,477.02
5,39,1739.97,7.1,873,6,234.5,1,810.79,484.14
3,8,2941.96,8.89,430,2,168.28,0,465.27,590.06
7,82,4467.23,7.75,1417,4,-36.06,0,1729.42,1053.13
13,71,2338.86,11.77,726,2,-87.43,1,1602.61,476.73
18,41,1675.5,7.42,1090,5,77.27,0,717.3,386.02
7,86,4136.55,8.33,418,4,471.66,0,770.61,948.29
14,8,4232.33,8.88,1210,0,483.18,0,1628.01,1078.52
3,0,3111.16,14.5,30,0,402.5,0,1262.43,622.16
20,76,4388.07,11.01,722,4,-589.31,0,1399.91,414.11
19,17,3115.73,7.25,470,0,586.09,1,315.52,1017.73
8,80,3422.59,13.18,897,2,180.53,0,683.28,643.64
10,61,4930.89,6.04,56,5,-240.37,1,1214.6,1087.67
2,76,2951.95,9.14,631,0,492.36,1,663.81,934.35
5,34,4018.91,7.93,415,2,109.41,0,801.73,837.85
14,3,1376.56,13.04,630,4,22.77,0,1126.9,190.36
0,71,2528.73,12.65,846,1,356.8,1,1457.88,744.48
18,7,862.26,9.8,1337,4,196.75,0,1340.85,286.1
2,12,3276.79,4.52,1008,2,96.99,0,360.5,928.92
4,60,3771.43,5.81,983,2,1457.59,1,871.29,1914.23
18,31,4260.65,9.31,353,6,-277.99,1,1463.09,717.17
5,83,1367.26,5.5,131,1,19.67,0,1499.83,362.99
18,81,858.06,10.52,174,5,-158.31,0,788.49,10.0
18,4,1950.95,11.74,675,1,154.97,0,1274.9,350.33
6,6,2282.16,10.76,262,6,-153.24,0,1506.56,416.64
13,60,4016.27,7.06,733,6,-296.54,1,1185.13,806.07
17,49,2118.5,5.99,1151,0,-82.76,0,895.04,504.94
10,82,207.04,5.09,1046,4,77.76,0,447.12,83.37
6,59,4790.7,13.65,1387,6,-71.93,1,781.76,801.39
5,5,2858.01,7.52,1066,2,-622.55,0,872.63,229.63
9,33,2196.44,10.04,1059,2,685.01,0,488.76,652.06
11,26,255.16,8.3,1166,3,343.05,0,782.73,169.61
3,95,1941.27,8.31,1123,1,470.27,1,572.58,677.02
17,84,4997.04,7.51,358,0,216.25,1,1562.26,1124.33
13,69,2388.77,8.55,525,3,592.3,1,686.07,758.6
6,47,3247.26,12.09,190,0,-336.61,0,1150.82,378.03
19,53,2601.82,10.3,269,0,288.45,0,1424.81,640.42
9,73,2083.58,4.44,437,5,607.57,1,418.61,1070.67
20,50,2677.09,6.07,1392,1,487.66,1,752.75,941.69
18,58,1849.17,13.24,137,1,213.15,0,1264.81,424.37
2,25,4195.72,14.22,1181,2,61.7,0,609.31,732.7
18,68,1146.24,10.77,890,0,-278.66,0,1517.44,27.13
19,91,3246.6,13.16,31,0,254.56,0,1182.66,677.24
15,98,4486.92,13.96,202,5,372.9,1,995.92,908.66
6,79,4994.02,12.84,13,2,247.45,0,1179.96,1001.95
7,6,3702.28,7.14,1312,5,-55.68,0,1202.64,883.47
0,72,4599.05,9.06,50,5,-59.57,0,758.5,955.89
5,91,4991.34,10.59,226,5,152.9,0,1757.73,937.54
5,39,896.69,8.05,397,5,78.22,0,749.33,233.42
12,28,3925.76,5.97,1043,1,-182.05,0,751.49,868.19
16,36,2947.56,6.0,1128,2,666.78,0,371.66,1096.14
3,60,4025.67,10.0,1374,1,107.4,0,1175.66,620.24
18,13,2297.06,14.31,259,1,259.97,0,995.18,497.61
19,4,1774.01,13.06,249,3,-726.13,0,1497.05,10.0
16,58,386.05,4.91,1081,1,963.21,0,546.54,583.04
7,17,389.16,5.05,1391,1,-244.25,1,1728.48,110.7
11,16,2132.23,11.69,858,3,135.48,1,1787.26,549.64
11,43,2484.94,10.66,24,5,83.27,0,1612.17,541.73
7,55,3868.26,6.59,215,4,227.33,0,1612.58,914.46
1,80,4430.8,10.12,19,0,6.08,0,1324.73,935.36
7,83,3150.93,8.22,461,4,795.53,1,430.97,983.63
15,41,1647.51,7.03,1225,3,409.64,0,1437.66,612.08
15,89,887.94,15.52,1157,6,277.46,0,1411.89,264.65
11,57,3224.3,13.52,1190,2,105.29,0,777.45,618.9
8,3,1744.23,11.26,1354,5,232.76,0,1493.46,473.9
15,67,193.06,12.67,209,0,121.22,0,752.61,70.62
15,63,3951.98,8.93,119,1,133.92,0,1740.92,875.28
5,80,4120.66,5.95,772,1,-430.56,0,627.85,774.93
2,78,4001.76,4.32,530,6,370.31,1,626.28,1589.62
3,37,538.33,5.9,1301,4,-330.01,0,1222.09,10.0
1,71,3902.87,8.56,380,1,-363.84,1,435.77,544.66
20,56,1740.62,8.87,120,6,-324.13,0,1794.51,157.64
16,73,4777.88,12.32,732,1,-277.81,1,1513.94,572.38
8,100,2267.99,8.93,706,0,428.9,0,809.68,651.47
11,27,372.38,14.57,740,0,57.08,0,1003.57,94.45
9,10,3028.71,8.0,1356,2,3.61,0,1273.5,748.3
8,14,621.2,11.52,930,2,-194.96,1,1471.22,35.77
0,91,4658.72,9.69,120,5,129.17,0,1080.98,933.86
14,7,2732.44,4.07,1021,2,552.11,0,329.2,1248.8
1,70,1049.09,8.85,1004,4,-244.43,0,300.55,31.54
0,46,4175.58,5.57,547,2,-124.29,0,1487.89,928.08
14,66,2138.48,10.34,921,1,647.71,1,1241.69,695.96
0,97,690.78,12.75,289,0,930.4,1,1556.92,550.32
1,83,3706.96,12.7,260,3,162.27,0,1502.49,879.5
8,46,2533.26,11.75,349,2,34.88,1,672.42,460.44
9,73,3931.56,7.15,957,2,-8.07,0,1575.22,993.96
5,18,2947.97,11.1,921,6,88.29,1,1026.68,522.21
11,73,3421.86,15.38,673,6,-497.62,0,1503.69,245.05
11,44,702.02,10.32,1412,6,-21.87,0,982.69,108.02
2,81,669.78,12.55,920,3,-201.13,0,1048.47,10.0
6,62,2541.88,7.03,984,4,-72.55,0,663.59,466.74
3,21,2887.61,9.64,216,5,44.5,1,958.76,637.42
7,99,3234.81,11.25,889,5,361.7,1,1128.27,820.31
6,98,1887.76,6.2,212,0,-112.28,1,1063.12,332.02
3,84,3089.34,12.57,886,2,-401.62,0,1440.19,355.16
20,47,335.87,13.47,811,6,-282.87,0,751.29,10.0
0,79,2919.04,4.77,377,1,502.73,0,552.9,1059.74
6,72,413.85,16.27,785,5,428.27,0,693.39,213.98
9,27,1580.6,8.11,73,0,572.41,1,865.84,722.47
5,15,4045.64,10.17,534,1,545.42,0,666.95,907.52
11,58,4555.75,6.06,159,3,190.96,1,1688.41,1361.06
0,85,4183.49,6.89,798,5,92.33,0,1642.23,1143.12
10,1,2036.6,8.08,577,0,774.08,1,721.87,882.52
4,9,3685.33,10.07,878,1,-84.33,1,817.64,688.28
9,9,201.05,5.35,968,0,503.14,1,527.81,412.24
3,88,2448.74,8.72,56,4,169.11,0,1739.58,531.01
16,86,2648.5,11.73,800,4,181.2,0,741.35,430.7
13,89,900.54,6.16,303,0,-175.01,1,1024.69,201.9
8,43,2180.69,5.99,620,6,-309.8,0,711.29,340.39
4,28,133.03,5.36,130,4,636.3,0,1511.22,361.92
3,95,935.8,4.46,382,1,888.77,0,706.18,644.52
0,38,1531.09,14.02,78,6,415.85,1,1647.58,528.87
6,28,1434.4,8.3,1080,5,323.27,1,316.01,426.01
16,71,3172.37,13.94,722,1,-176.11,0,1516.2,363.16
19,61,1943.16,9.07,665,5,578.6,1,1494.5,605.41
3,41,4287.18,5.7,283,2,-333.57,0,1309.23,948.74
9,25,1608.36,9.96,960,0,828.11,0,332.19,697.99
2,45,768.23,13.6,246,5,36.69,0,1469.31,141.94
0,57,1551.56,14.12,61,0,-561.41,0,1531.32,10.0
19,5,3214.64,10.67,69,6,102.27,1,677.03,669.27
11,61,4526.0,8.04,828,5,-7.65,1,727.19,1200.09
18,93,3547.94,13.66,1309,0,107.3,0,1062.04,716.82
13,27,1583.77,8.91,271,3,152.63,1,1796.88,389.84
18,80,454.7,4.78,1007,4,-156.43,0,731.34,15.91
0,81,4684.88,6.87,699,0,-232.33,1,982.97,1199.21
14,91,3580.63,6.38,636,0,326.72,0,1199.38,1047.62
15,57,301.5,8.01,768,3,-123.73,1,959.31,63.84
1,94,436.24,8.02,370,1,-136.44,0,724.74,10.0
12,83,2540.72,6.52,867,4,663.81,1,1213.14,876.88
3,82,815.47,7.24,748,4,-36.67,0,655.72,183.29
9,58,354.36,6.13,539,1,596.99,0,487.87,340.73
19,63,3219.44,11.57,210,2,-24.27,1,974.22,679.75
19,16,3049.2,11.19,118,0,389.32,1,998.17,625.39
10,87,460.31,6.55,38,5,-346.12,0,1383.52,10.0
14,34,2358.44,5.87,645,3,46.1,0,1562.1,615.51
18,93,551.04,8.1,242,6,-374.52,0,709.72,10.0
4,6,3640.88,14.22,689,5,199.74,0,1737.87,635.11
6,84,3779.66,8.11,989,0,627.85,1,725.74,1039.56
12,2,4459.2,11.66,774,2,94.79,0,1029.99,663.93
2,7,858.83,5.87,784,4,-42.94,0,861.39,214.5
17,99,3520.14,7.45,1145,6,45.57,0,1559.22,763.41
0,47,3429.34,10.63,915,1,439.45,0,1163.29,741.72
4,25,4907.66,12.25,335,4,-249.26,0,1363.34,514.1
10,13,3855.2,12.95,3,4,-99.37,0,838.62,433.93
3,5,2622.15,6.92,331,3,-515.97,0,895.98,374.66
1,84,4934.96,4.86,1031,1,459.58,1,637.07,1800.07
0,64,1764.71,3.18,1066,2,293.09,1,503.76,868.46
2,54,2158.73,10.8,624,2,332.54,1,1526.37,676.16
16,95,2881.34,15.97,573,5,91.17,0,1768.98,396.94
17,81,1032.69,5.71,264,2,235.82,1,764.16,451.15
1,30,2444.67,8.71,643,5,-283.21,1,1295.23,312.71
17,44,914.52,11.53,246,5,73.3,1,1353.9,252.35
16,80,3234.29,7.39,289,0,625.22,0,668.6,1058.82
11,72,1542.37,13.58,78,0,428.11,0,1647.5,423.23
14,67,2096.05,8.5,421,5,797.82,0,490.6,804.07
19,92,600.39,4.47,985,5,428.29,1,492.41,471.02
4,33,2555.8,7.11,1041,4,129.29,0,464.17,728.15
0,42,4418.48,8.95,731,0,-9.85,0,1401.22,802.47
0,56,3461.31,14.01,723,4,11.99,0,1763.24,576.02
15,53,4675.43,8.9,258,2,-47.46,0,913.69,814.14
1,68,1653.96,9.08,292,1,-55.15,0,1762.08,292.61
1,43,469.2,8.25,1245,3,-420.91,0,1046.07,10.0
0,58,4687.36,12.45,559,6,689.52,1,1399.31,1295.22
3,47,4715.92,12.58,1176,5,-391.91,0,1581.86,587.32
1,67,3057.52,13.87,6,6,-7.07,0,607.39,541.69
20,65,1077.09,4.53,989,5,181.55,0,568.34,497.46
2,91,1470.15,4.71,440,6,120.02,0,649.93,502.35
19,100,4078.82,6.24,214,5,12.4,0,1278.85,1072.26
5,3,1741.19,5.68,913,3,8.4,1,1109.9,522.16
5,3,4121.91,11.38,678,1,488.0,1,1182.15,1034.44
19,50,4150.23,8.13,287,0,-75.49,0,1737.45,743.56
9,42,681.41,5.59,1188,5,200.36,0,1685.7,252.4
18,2,4769.39,7.48,1345,0,40.05,0,1452.59,1113.43
10,86,3204.24,7.59,1348,3,368.53,1,1164.7,871.29
18,51,3171.72,7.44,944,5,686.32,1,1068.58,952.56
8,18,4821.01,9.46,1013,6,562.9,0,412.99,1110.32
18,40,4335.7,6.72,1066,3,-11.71,0,334.02,1100.74
11,18,1811.91,8.1,571,5,184.51,0,944.81,447.52
11,99,452.26,4.83,1130,4,315.63,0,859.31,302.35
12,89,4076.31,4.52,407,5,837.92,1,778.98,1719.02
20,88,3000.57,9.54,370,0,-87.58,0,807.98,395.35
6,15,2529.55,9.16,5,4,-15.27,0,613.39,519.84
19,77,4108.58,7.91,586,5,-285.83,0,645.62,863.54
6,43,2845.7,11.95,38,0,-181.43,0,1498.49,395.35
18,27,201.37,5.77,240,6,-246.9,1,1005.77,10.0
3,81,2878.16,14.53,752,2,286.04,0,1199.8,627.32
6,30,1727.67,11.58,134,2,-160.11,0,1062.4,264.97
13,61,1710.71,8.92,643,6,-290.38,0,1445.06,219.39
7,29,2322.27,13.2,726,2,-61.46,0,635.62,355.81
20,82,1074.76,9.18,441,5,614.59,1,756.87,591.67
13,30,4165.51,10.16,585,3,62.89,0,993.78,663.99
5,80,1907.69,7.06,1266,1,199.18,0,840.6,501.09
4,36,2428.42,6.25,556,6,460.96,1,1437.33,796.05
6,45,3103.67,6.55,382,5,930.85,0,538.23,1199.11
6,56,2448.79,14.68,74,0,-299.76,0,867.57,140.07
8,74,975.45,5.54,1217,1,602.4,0,1214.07,559.78
1,79,3007.13,12.55,819,0,258.4,0,1443.39,752.01
20,4,150.25,11.5,1209,4,-236.33,0,1268.67,10.0
7,78,4521.11,6.34,839,3,-65.99,0,1144.78,979.04
11,26,970.53,7.74,457,0,778.32,0,820.58,604.9
15,20,4794.8,8.29,855,0,-141.15,0,799.18,832.96
9,51,3753.68,9.75,499,6,198.61,0,359.04,858.96
18,75,4726.69,7.58,634,4,-304.3,0,879.56,796.91
0,10,3137.87,9.59,1363,3,223.5,1,888.16,767.98
14,22,4574.45,10.34,983,0,267.74,0,572.53,1101.33
7,20,1166.92,6.13,656,1,173.08,0,1375.16,412.75
11,82,4881.44,13.6,1412,1,546.08,0,1763.67,1006.8
19,37,4562.15,10.22,1265,2,661.06,1,1283.74,1146.35
11,41,3149.86,6.47,1245,2,372.64,1,693.83,1041.51
20,8,921.28,9.95,218,6,-195.85,0,678.56,14.16
5,77,1528.0,5.5,630,2,128.06,1,1046.0,539.57
19,74,258.94,7.78,1319,3,-172.96,1,1774.34,37.02
11,9,213.04,5.73,285,0,-361.29,0,886.49,10.0
18,14,3442.67,4.55,1069,1,511.22,1,605.66,1293.77
3,26,2353.0,3.9,456,2,60.85,0,302.94,742.22
10,87,4399.92,5.7,917,5,-173.07,0,970.85,968.09
19,23,1955.8,4.78,753,3,316.02,1,635.77,867.88
0,44,2173.17,11.96,106,2,143.94,0,1254.28,444.71
5,10,4939.87,5.97,235,3,-134.91,0,1438.98,1241.89
3,97,4863.91,7.44,649,1,-80.43,1,1149.49,1124.31
16,81,4020.24,3.6,417,2,-39.03,0,409.99,1596.85
1,1,995.83,6.72,1374,2,-281.85,0,1636.97,95.04
10,39,1715.54,6.22,231,0,-672.66,0,1540.37,100.48
18,17,4112.42,8.24,864,4,-186.9,0,1644.63,885.25
5,64,409.96,7.5,1119,0,854.73,0,689.89,498.01
0,74,3190.2,13.08,667,6,-263.08,0,1397.46,334.02
11,83,2438.28,11.99,1252,1,301.94,1,1756.47,523.47
0,14,438.46,11.37,300,3,-500.23,0,721.34,10.0
14,88,145.83,14.4,683,2,-395.77,0,958.16,10.0
15,6,2842.75,8.74,1292,4,149.71,0,1143.28,681.37
3,71,763.86,6.98,412,0,-404.36,0,352.81,10.0
0,85,4864.36,7.96,937,1,58.0,0,1185.79,1048.53
11,93,3182.99,11.08,698,6,-228.38,0,1367.06,420.53
15,19,3070.62,7.37,222,2,231.27,0,1509.15,946.66
10,10,756.69,4.86,1091,0,405.57,0,427.49,395.51
6,70,1791.7,10.95,1433,0,363.5,1,1643.06,553.51
